OxTG,[M+NH4]+,[M+H-nH2O]+,[M+H-nH2O2]+,[M+H-nH2O-R1COOH]+,[M+H-nH2O-R2COOH]+,[M+H-nH2O-R3COOH]+,[M+H-nH2O2-R1COOH]+,[M+H-nH2O2-R2COOH]+,[M+H-nH2O2-R3COOH]+
OxTG(17:2(OOH)_20:4(OOHOOH)_14:1)+NH4,948.6771504,823.5871804,829.6341304,597.4150304,545.4201004,651.4255604,565.4252104,529.4251904,603.4408304
OxTG(17:2(OOH)_20:4(OOHOOH)_16:0)+NH4,978.7240504,853.6340804,859.6810304,627.4619304,575.4670004,651.4255604,595.4721104,559.4720904,603.4408304
OxTG(17:2(OOH)_20:4(OOHOOH)_16:1)+NH4,976.7084504,851.6184804,857.6654304,625.4463304,573.4514004,651.4255604,593.4565104,557.4564904,603.4408304
OxTG(17:2(OOH)_20:4(OOHOOH)_18:0)+NH4,1006.75535,881.6653804,887.7123304,655.4932304,603.4983004,651.4255604,623.5034104,587.5033904,603.4408304
OxTG(17:2(OOH)_20:4(OOHOOH)_18:1)+NH4,1004.73975,879.6497804,885.6967304,653.4776304,601.4827004,651.4255604,621.4878104,585.4877904,603.4408304
OxTG(17:2(OOH)_20:4(OOHOOH)_18:2)+NH4,1002.72405,877.6340804,883.6810304,651.4619304,599.4670004,651.4255604,619.4721104,583.4720904,603.4408304
OxTG(17:2(OOH)_20:4(OOHOOH)_18:3)+NH4,1000.70845,875.6184804,881.6654304,649.4463304,597.4514004,651.4255604,617.4565104,581.4564904,603.4408304
OxTG(17:2(OOH)_20:4(OOHOOH)_18:4)+NH4,998.6927504,873.6027804,879.6497304,647.4306304,595.4357004,651.4255604,615.4408104,579.4407904,603.4408304
OxTG(17:2(OOH)_20:4(OOHOOH)_20:4)+NH4,1026.72405,901.6340804,907.6810304,675.4619304,623.4670004,651.4255604,643.4721104,607.4720904,603.4408304
OxTG(17:2(OOH)_20:4(OOHOOH)_20:5)+NH4,1024.70845,899.6184804,905.6654304,673.4463304,621.4514004,651.4255604,641.4565104,605.4564904,603.4408304
OxTG(17:2(OOH)_20:4(OOHOOH)_22:5)+NH4,1052.73975,927.6497804,933.6967304,701.4776304,649.4827004,651.4255604,669.4878104,633.4877904,603.4408304
OxTG(17:2(OOH)_20:4(OOHOOH)_22:6)+NH4,1050.72405,925.6340804,931.6810304,699.4619304,647.4670004,651.4255604,667.4721104,631.4720904,603.4408304
OxTG(17:2(OOH)_20:5(OOHOOH)_14:0)+NH4,948.6771504,823.5871804,829.6341304,597.4150304,547.4357004,649.4099604,565.4252104,531.4407904,601.4252304
OxTG(17:2(OOH)_20:5(OOHOOH)_14:1)+NH4,946.6615504,821.5715804,827.6185304,595.3994304,545.4201004,649.4099604,563.4096104,529.4251904,601.4252304
OxTG(17:2(OOH)_20:5(OOHOOH)_16:0)+NH4,976.7084504,851.6184804,857.6654304,625.4463304,575.4670004,649.4099604,593.4565104,559.4720904,601.4252304
OxTG(17:2(OOH)_20:5(OOHOOH)_16:1)+NH4,974.6928504,849.6028804,855.6498304,623.4307304,573.4514004,649.4099604,591.4409104,557.4564904,601.4252304
OxTG(17:2(OOH)_20:5(OOHOOH)_18:0)+NH4,1004.73975,879.6497804,885.6967304,653.4776304,603.4983004,649.4099604,621.4878104,587.5033904,601.4252304
OxTG(17:2(OOH)_20:5(OOHOOH)_18:1)+NH4,1002.72415,877.6341804,883.6811304,651.4620304,601.4827004,649.4099604,619.4722104,585.4877904,601.4252304
OxTG(17:2(OOH)_20:5(OOHOOH)_18:2)+NH4,1000.70845,875.6184804,881.6654304,649.4463304,599.4670004,649.4099604,617.4565104,583.4720904,601.4252304
OxTG(17:2(OOH)_20:5(OOHOOH)_18:3)+NH4,998.6928504,873.6028804,879.6498304,647.4307304,597.4514004,649.4099604,615.4409104,581.4564904,601.4252304
OxTG(17:2(OOH)_20:5(OOHOOH)_18:4)+NH4,996.6771504,871.5871804,877.6341304,645.4150304,595.4357004,649.4099604,613.4252104,579.4407904,601.4252304
OxTG(17:2(OOH)_20:5(OOHOOH)_20:4)+NH4,1024.70845,899.6184804,905.6654304,673.4463304,623.4670004,649.4099604,641.4565104,607.4720904,601.4252304
OxTG(17:2(OOH)_20:5(OOHOOH)_20:5)+NH4,1022.69285,897.6028804,903.6498304,671.4307304,621.4514004,649.4099604,639.4409104,605.4564904,601.4252304
OxTG(17:2(OOH)_20:5(OOHOOH)_22:5)+NH4,1050.72415,925.6341804,931.6811304,699.4620304,649.4827004,649.4099604,667.4722104,633.4877904,601.4252304
OxTG(17:2(OOH)_20:5(OOHOOH)_22:6)+NH4,1048.70845,923.6184804,929.6654304,697.4463304,647.4670004,649.4099604,665.4565104,631.4720904,601.4252304
OxTG(17:2(OOH)_22:1(OOHOOH)_14:0)+NH4,984.7710504,859.6810804,865.7280304,633.5089304,547.4357004,685.5038604,601.5191104,531.4407904,637.5191304
OxTG(17:2(OOH)_22:1(OOHOOH)_14:1)+NH4,982.7554504,857.6654804,863.7124304,631.4933304,545.4201004,685.5038604,599.5035104,529.4251904,637.5191304
OxTG(17:2(OOH)_22:1(OOHOOH)_16:0)+NH4,1012.80235,887.7123804,893.7593304,661.5402304,575.4670004,685.5038604,629.5504104,559.4720904,637.5191304
OxTG(17:2(OOH)_22:1(OOHOOH)_16:1)+NH4,1010.78675,885.6967804,891.7437304,659.5246304,573.4514004,685.5038604,627.5348104,557.4564904,637.5191304
OxTG(17:2(OOH)_22:1(OOHOOH)_18:0)+NH4,1040.83365,915.7436804,921.7906304,689.5715304,603.4983004,685.5038604,657.5817104,587.5033904,637.5191304
OxTG(17:2(OOH)_22:1(OOHOOH)_18:1)+NH4,1038.81805,913.7280804,919.7750304,687.5559304,601.4827004,685.5038604,655.5661104,585.4877904,637.5191304
OxTG(17:2(OOH)_22:1(OOHOOH)_18:2)+NH4,1036.80235,911.7123804,917.7593304,685.5402304,599.4670004,685.5038604,653.5504104,583.4720904,637.5191304
OxTG(17:2(OOH)_22:1(OOHOOH)_18:3)+NH4,1034.78675,909.6967804,915.7437304,683.5246304,597.4514004,685.5038604,651.5348104,581.4564904,637.5191304
OxTG(17:2(OOH)_22:1(OOHOOH)_18:4)+NH4,1032.77105,907.6810804,913.7280304,681.5089304,595.4357004,685.5038604,649.5191104,579.4407904,637.5191304
OxTG(17:2(OOH)_22:1(OOHOOH)_20:4)+NH4,1060.80235,935.7123804,941.7593304,709.5402304,623.4670004,685.5038604,677.5504104,607.4720904,637.5191304
OxTG(17:2(OOH)_22:1(OOHOOH)_20:5)+NH4,1058.78675,933.6967804,939.7437304,707.5246304,621.4514004,685.5038604,675.5348104,605.4564904,637.5191304
OxTG(17:2(OOH)_22:1(OOHOOH)_22:5)+NH4,1086.81805,961.7280804,967.7750304,735.5559304,649.4827004,685.5038604,703.5661104,633.4877904,637.5191304
OxTG(17:2(OOH)_22:1(OOHOOH)_22:6)+NH4,1084.80235,959.7123804,965.7593304,733.5402304,647.4670004,685.5038604,701.5504104,631.4720904,637.5191304
OxTG(17:2(OOH)_22:2(OOHOOH)_14:0)+NH4,982.7553504,857.6653804,863.7123304,631.4932304,547.4357004,683.4881604,599.5034104,531.4407904,635.5034304
OxTG(17:2(OOH)_22:2(OOHOOH)_14:1)+NH4,980.7397504,855.6497804,861.6967304,629.4776304,545.4201004,683.4881604,597.4878104,529.4251904,635.5034304
OxTG(17:2(OOH)_22:2(OOHOOH)_16:0)+NH4,1010.78665,885.6966804,891.7436304,659.5245304,575.4670004,683.4881604,627.5347104,559.4720904,635.5034304
OxTG(17:2(OOH)_22:2(OOHOOH)_16:1)+NH4,1008.77105,883.6810804,889.7280304,657.5089304,573.4514004,683.4881604,625.5191104,557.4564904,635.5034304
OxTG(17:2(OOH)_22:2(OOHOOH)_18:0)+NH4,1038.81795,913.7279804,919.7749304,687.5558304,603.4983004,683.4881604,655.5660104,587.5033904,635.5034304
OxTG(17:2(OOH)_22:2(OOHOOH)_18:1)+NH4,1036.80235,911.7123804,917.7593304,685.5402304,601.4827004,683.4881604,653.5504104,585.4877904,635.5034304
OxTG(17:2(OOH)_22:2(OOHOOH)_18:2)+NH4,1034.78665,909.6966804,915.7436304,683.5245304,599.4670004,683.4881604,651.5347104,583.4720904,635.5034304
OxTG(17:2(OOH)_22:2(OOHOOH)_18:3)+NH4,1032.77105,907.6810804,913.7280304,681.5089304,597.4514004,683.4881604,649.5191104,581.4564904,635.5034304
OxTG(17:2(OOH)_22:2(OOHOOH)_18:4)+NH4,1030.75535,905.6653804,911.7123304,679.4932304,595.4357004,683.4881604,647.5034104,579.4407904,635.5034304
OxTG(17:2(OOH)_22:2(OOHOOH)_20:4)+NH4,1058.78665,933.6966804,939.7436304,707.5245304,623.4670004,683.4881604,675.5347104,607.4720904,635.5034304
OxTG(17:2(OOH)_22:2(OOHOOH)_20:5)+NH4,1056.77105,931.6810804,937.7280304,705.5089304,621.4514004,683.4881604,673.5191104,605.4564904,635.5034304
OxTG(17:2(OOH)_22:2(OOHOOH)_22:5)+NH4,1084.80235,959.7123804,965.7593304,733.5402304,649.4827004,683.4881604,701.5504104,633.4877904,635.5034304
OxTG(17:2(OOH)_22:2(OOHOOH)_22:6)+NH4,1082.78665,957.6966804,963.7436304,731.5245304,647.4670004,683.4881604,699.5347104,631.4720904,635.5034304
OxTG(17:2(OOH)_22:3(OOHOOH)_14:0)+NH4,980.7397504,855.6497804,861.6967304,629.4776304,547.4357004,681.4725604,597.4878104,531.4407904,633.4878304
OxTG(17:2(OOH)_22:3(OOHOOH)_14:1)+NH4,978.7241504,853.6341804,859.6811304,627.4620304,545.4201004,681.4725604,595.4722104,529.4251904,633.4878304
OxTG(17:2(OOH)_22:3(OOHOOH)_16:0)+NH4,1008.77105,883.6810804,889.7280304,657.5089304,575.4670004,681.4725604,625.5191104,559.4720904,633.4878304
OxTG(17:2(OOH)_22:3(OOHOOH)_16:1)+NH4,1006.75545,881.6654804,887.7124304,655.4933304,573.4514004,681.4725604,623.5035104,557.4564904,633.4878304
OxTG(17:2(OOH)_22:3(OOHOOH)_18:0)+NH4,1036.80235,911.7123804,917.7593304,685.5402304,603.4983004,681.4725604,653.5504104,587.5033904,633.4878304
OxTG(17:2(OOH)_22:3(OOHOOH)_18:1)+NH4,1034.78675,909.6967804,915.7437304,683.5246304,601.4827004,681.4725604,651.5348104,585.4877904,633.4878304
OxTG(17:2(OOH)_22:3(OOHOOH)_18:2)+NH4,1032.77105,907.6810804,913.7280304,681.5089304,599.4670004,681.4725604,649.5191104,583.4720904,633.4878304
OxTG(17:2(OOH)_22:3(OOHOOH)_18:3)+NH4,1030.75545,905.6654804,911.7124304,679.4933304,597.4514004,681.4725604,647.5035104,581.4564904,633.4878304
OxTG(17:2(OOH)_22:3(OOHOOH)_18:4)+NH4,1028.73975,903.6497804,909.6967304,677.4776304,595.4357004,681.4725604,645.4878104,579.4407904,633.4878304
OxTG(17:2(OOH)_22:3(OOHOOH)_20:4)+NH4,1056.77105,931.6810804,937.7280304,705.5089304,623.4670004,681.4725604,673.5191104,607.4720904,633.4878304
OxTG(17:2(OOH)_22:3(OOHOOH)_20:5)+NH4,1054.75545,929.6654804,935.7124304,703.4933304,621.4514004,681.4725604,671.5035104,605.4564904,633.4878304
OxTG(17:2(OOH)_22:3(OOHOOH)_22:5)+NH4,1082.78675,957.6967804,963.7437304,731.5246304,649.4827004,681.4725604,699.5348104,633.4877904,633.4878304
OxTG(17:2(OOH)_22:3(OOHOOH)_22:6)+NH4,1080.77105,955.6810804,961.7280304,729.5089304,647.4670004,681.4725604,697.5191104,631.4720904,633.4878304
OxTG(17:2(OOH)_22:4(OOHOOH)_14:0)+NH4,978.7240504,853.6340804,859.6810304,627.4619304,547.4357004,679.4568604,595.4721104,531.4407904,631.4721304
OxTG(17:2(OOH)_22:4(OOHOOH)_14:1)+NH4,976.7084504,851.6184804,857.6654304,625.4463304,545.4201004,679.4568604,593.4565104,529.4251904,631.4721304
OxTG(17:2(OOH)_22:4(OOHOOH)_16:0)+NH4,1006.75535,881.6653804,887.7123304,655.4932304,575.4670004,679.4568604,623.5034104,559.4720904,631.4721304
OxTG(17:2(OOH)_22:4(OOHOOH)_16:1)+NH4,1004.73975,879.6497804,885.6967304,653.4776304,573.4514004,679.4568604,621.4878104,557.4564904,631.4721304
OxTG(17:2(OOH)_22:4(OOHOOH)_18:0)+NH4,1034.78665,909.6966804,915.7436304,683.5245304,603.4983004,679.4568604,651.5347104,587.5033904,631.4721304
OxTG(17:2(OOH)_22:4(OOHOOH)_18:1)+NH4,1032.77105,907.6810804,913.7280304,681.5089304,601.4827004,679.4568604,649.5191104,585.4877904,631.4721304
OxTG(17:2(OOH)_22:4(OOHOOH)_18:2)+NH4,1030.75535,905.6653804,911.7123304,679.4932304,599.4670004,679.4568604,647.5034104,583.4720904,631.4721304
OxTG(17:2(OOH)_22:4(OOHOOH)_18:3)+NH4,1028.73975,903.6497804,909.6967304,677.4776304,597.4514004,679.4568604,645.4878104,581.4564904,631.4721304
OxTG(17:2(OOH)_22:4(OOHOOH)_18:4)+NH4,1026.72405,901.6340804,907.6810304,675.4619304,595.4357004,679.4568604,643.4721104,579.4407904,631.4721304
OxTG(17:2(OOH)_22:4(OOHOOH)_20:4)+NH4,1054.75535,929.6653804,935.7123304,703.4932304,623.4670004,679.4568604,671.5034104,607.4720904,631.4721304
OxTG(17:2(OOH)_22:4(OOHOOH)_20:5)+NH4,1052.73975,927.6497804,933.6967304,701.4776304,621.4514004,679.4568604,669.4878104,605.4564904,631.4721304
OxTG(17:2(OOH)_22:4(OOHOOH)_22:5)+NH4,1080.77105,955.6810804,961.7280304,729.5089304,649.4827004,679.4568604,697.5191104,633.4877904,631.4721304
OxTG(17:2(OOH)_22:4(OOHOOH)_22:6)+NH4,1078.75535,953.6653804,959.7123304,727.4932304,647.4670004,679.4568604,695.5034104,631.4720904,631.4721304
OxTG(17:2(OOH)_22:5(OOHOOH)_14:0)+NH4,976.7084504,851.6184804,857.6654304,625.4463304,547.4357004,677.4412604,593.4565104,531.4407904,629.4565304
OxTG(17:2(OOH)_22:5(OOHOOH)_14:1)+NH4,974.6928504,849.6028804,855.6498304,623.4307304,545.4201004,677.4412604,591.4409104,529.4251904,629.4565304
OxTG(17:2(OOH)_22:5(OOHOOH)_16:0)+NH4,1004.73975,879.6497804,885.6967304,653.4776304,575.4670004,677.4412604,621.4878104,559.4720904,629.4565304
OxTG(17:2(OOH)_22:5(OOHOOH)_16:1)+NH4,1002.72415,877.6341804,883.6811304,651.4620304,573.4514004,677.4412604,619.4722104,557.4564904,629.4565304
OxTG(17:2(OOH)_22:5(OOHOOH)_18:0)+NH4,1032.77105,907.6810804,913.7280304,681.5089304,603.4983004,677.4412604,649.5191104,587.5033904,629.4565304
OxTG(17:2(OOH)_22:5(OOHOOH)_18:1)+NH4,1030.75545,905.6654804,911.7124304,679.4933304,601.4827004,677.4412604,647.5035104,585.4877904,629.4565304
OxTG(17:2(OOH)_22:5(OOHOOH)_18:2)+NH4,1028.73975,903.6497804,909.6967304,677.4776304,599.4670004,677.4412604,645.4878104,583.4720904,629.4565304
OxTG(17:2(OOH)_22:5(OOHOOH)_18:3)+NH4,1026.72415,901.6341804,907.6811304,675.4620304,597.4514004,677.4412604,643.4722104,581.4564904,629.4565304
OxTG(17:2(OOH)_22:5(OOHOOH)_18:4)+NH4,1024.70845,899.6184804,905.6654304,673.4463304,595.4357004,677.4412604,641.4565104,579.4407904,629.4565304
OxTG(17:2(OOH)_22:5(OOHOOH)_20:4)+NH4,1052.73975,927.6497804,933.6967304,701.4776304,623.4670004,677.4412604,669.4878104,607.4720904,629.4565304
OxTG(17:2(OOH)_22:5(OOHOOH)_20:5)+NH4,1050.72415,925.6341804,931.6811304,699.4620304,621.4514004,677.4412604,667.4722104,605.4564904,629.4565304
OxTG(17:2(OOH)_22:5(OOHOOH)_22:5)+NH4,1078.75545,953.6654804,959.7124304,727.4933304,649.4827004,677.4412604,695.5035104,633.4877904,629.4565304
OxTG(17:2(OOH)_22:5(OOHOOH)_22:6)+NH4,1076.73975,951.6497804,957.6967304,725.4776304,647.4670004,677.4412604,693.4878104,631.4720904,629.4565304
OxTG(17:2(OOH)_22:6(OOHOOH)_14:0)+NH4,974.6927504,849.6027804,855.6497304,623.4306304,547.4357004,675.4255604,591.4408104,531.4407904,627.4408304
OxTG(17:2(OOH)_22:6(OOHOOH)_14:1)+NH4,972.6771504,847.5871804,853.6341304,621.4150304,545.4201004,675.4255604,589.4252104,529.4251904,627.4408304
OxTG(17:2(OOH)_22:6(OOHOOH)_16:0)+NH4,1002.72405,877.6340804,883.6810304,651.4619304,575.4670004,675.4255604,619.4721104,559.4720904,627.4408304
OxTG(17:2(OOH)_22:6(OOHOOH)_16:1)+NH4,1000.70845,875.6184804,881.6654304,649.4463304,573.4514004,675.4255604,617.4565104,557.4564904,627.4408304
OxTG(17:2(OOH)_22:6(OOHOOH)_18:0)+NH4,1030.75535,905.6653804,911.7123304,679.4932304,603.4983004,675.4255604,647.5034104,587.5033904,627.4408304
OxTG(17:2(OOH)_22:6(OOHOOH)_18:1)+NH4,1028.73975,903.6497804,909.6967304,677.4776304,601.4827004,675.4255604,645.4878104,585.4877904,627.4408304
OxTG(17:2(OOH)_22:6(OOHOOH)_18:2)+NH4,1026.72405,901.6340804,907.6810304,675.4619304,599.4670004,675.4255604,643.4721104,583.4720904,627.4408304
OxTG(17:2(OOH)_22:6(OOHOOH)_18:3)+NH4,1024.70845,899.6184804,905.6654304,673.4463304,597.4514004,675.4255604,641.4565104,581.4564904,627.4408304
OxTG(17:2(OOH)_22:6(OOHOOH)_18:4)+NH4,1022.69275,897.6027804,903.6497304,671.4306304,595.4357004,675.4255604,639.4408104,579.4407904,627.4408304
OxTG(17:2(OOH)_22:6(OOHOOH)_20:4)+NH4,1050.72405,925.6340804,931.6810304,699.4619304,623.4670004,675.4255604,667.4721104,607.4720904,627.4408304
OxTG(17:2(OOH)_22:6(OOHOOH)_20:5)+NH4,1048.70845,923.6184804,929.6654304,697.4463304,621.4514004,675.4255604,665.4565104,605.4564904,627.4408304
OxTG(17:2(OOH)_22:6(OOHOOH)_22:5)+NH4,1076.73975,951.6497804,957.6967304,725.4776304,649.4827004,675.4255604,693.4878104,633.4877904,627.4408304
OxTG(17:2(OOH)_22:6(OOHOOH)_22:6)+NH4,1074.72405,949.6340804,955.6810304,723.4619304,647.4670004,675.4255604,691.4721104,631.4720904,627.4408304
OxTG(17:2(OOH)_24:1(OOHOOH)_14:0)+NH4,1012.80235,887.7123804,893.7593304,661.5402304,547.4357004,713.5351604,629.5504104,531.4407904,665.5504304
OxTG(17:2(OOH)_24:1(OOHOOH)_14:1)+NH4,1010.78675,885.6967804,891.7437304,659.5246304,545.4201004,713.5351604,627.5348104,529.4251904,665.5504304
OxTG(17:2(OOH)_24:1(OOHOOH)_16:0)+NH4,1040.83365,915.7436804,921.7906304,689.5715304,575.4670004,713.5351604,657.5817104,559.4720904,665.5504304
OxTG(17:2(OOH)_24:1(OOHOOH)_16:1)+NH4,1038.81805,913.7280804,919.7750304,687.5559304,573.4514004,713.5351604,655.5661104,557.4564904,665.5504304
OxTG(17:2(OOH)_24:1(OOHOOH)_18:0)+NH4,1068.86495,943.7749804,949.8219304,717.6028304,603.4983004,713.5351604,685.6130104,587.5033904,665.5504304
OxTG(17:2(OOH)_24:1(OOHOOH)_18:1)+NH4,1066.84935,941.7593804,947.8063304,715.5872304,601.4827004,713.5351604,683.5974104,585.4877904,665.5504304
OxTG(17:2(OOH)_24:1(OOHOOH)_18:2)+NH4,1064.83365,939.7436804,945.7906304,713.5715304,599.4670004,713.5351604,681.5817104,583.4720904,665.5504304
OxTG(17:2(OOH)_24:1(OOHOOH)_18:3)+NH4,1062.81805,937.7280804,943.7750304,711.5559304,597.4514004,713.5351604,679.5661104,581.4564904,665.5504304
OxTG(17:2(OOH)_24:1(OOHOOH)_18:4)+NH4,1060.80235,935.7123804,941.7593304,709.5402304,595.4357004,713.5351604,677.5504104,579.4407904,665.5504304
OxTG(17:2(OOH)_24:1(OOHOOH)_20:4)+NH4,1088.83365,963.7436804,969.7906304,737.5715304,623.4670004,713.5351604,705.5817104,607.4720904,665.5504304
OxTG(17:2(OOH)_24:1(OOHOOH)_20:5)+NH4,1086.81805,961.7280804,967.7750304,735.5559304,621.4514004,713.5351604,703.5661104,605.4564904,665.5504304
OxTG(17:2(OOH)_24:1(OOHOOH)_22:5)+NH4,1114.84935,989.7593804,995.8063304,763.5872304,649.4827004,713.5351604,731.5974104,633.4877904,665.5504304
OxTG(17:2(OOH)_24:1(OOHOOH)_22:6)+NH4,1112.83365,987.7436804,993.7906304,761.5715304,647.4670004,713.5351604,729.5817104,631.4720904,665.5504304
OxTG(18:1(OOH)_18:1(OOH)_14:0)+NH4,912.7498504,823.6810204,827.7123204,563.4670004,563.4670004,631.4932304,547.4720904,547.4720904,599.5034104
OxTG(18:1(OOH)_18:1(OOH)_14:1)+NH4,910.7342504,821.6654204,825.6967204,561.4514004,561.4514004,631.4932304,545.4564904,545.4564904,599.5034104
OxTG(18:1(OOH)_18:1(OOH)_16:0)+NH4,940.7811504,851.7123204,855.7436204,591.4983004,591.4983004,631.4932304,575.5033904,575.5033904,599.5034104
OxTG(18:1(OOH)_18:1(OOH)_16:1)+NH4,938.7655504,849.6967204,853.7280204,589.4827004,589.4827004,631.4932304,573.4877904,573.4877904,599.5034104
OxTG(18:1(OOH)_18:1(OOH)_18:0)+NH4,968.8124504,879.7436204,883.7749204,619.5296004,619.5296004,631.4932304,603.5346904,603.5346904,599.5034104
OxTG(18:1(OOH)_18:1(OOH)_18:1)+NH4,966.7968504,877.7280204,881.7593204,617.5140004,617.5140004,631.4932304,601.5190904,601.5190904,599.5034104
OxTG(18:1(OOH)_18:1(OOH)_18:2)+NH4,964.7811504,875.7123204,879.7436204,615.4983004,615.4983004,631.4932304,599.5033904,599.5033904,599.5034104
OxTG(18:1(OOH)_18:1(OOH)_18:3)+NH4,962.7655504,873.6967204,877.7280204,613.4827004,613.4827004,631.4932304,597.4877904,597.4877904,599.5034104
OxTG(18:1(OOH)_18:1(OOH)_18:4)+NH4,960.7498504,871.6810204,875.7123204,611.4670004,611.4670004,631.4932304,595.4720904,595.4720904,599.5034104
OxTG(18:1(OOH)_18:1(OOH)_20:4)+NH4,988.7811504,899.7123204,903.7436204,639.4983004,639.4983004,631.4932304,623.5033904,623.5033904,599.5034104
OxTG(18:1(OOH)_18:1(OOH)_20:5)+NH4,986.7655504,897.6967204,901.7280204,637.4827004,637.4827004,631.4932304,621.4877904,621.4877904,599.5034104
OxTG(18:1(OOH)_18:1(OOH)_22:5)+NH4,1014.79685,925.7280204,929.7593204,665.5140004,665.5140004,631.4932304,649.5190904,649.5190904,599.5034104
OxTG(18:1(OOH)_18:1(OOH)_22:6)+NH4,1012.78115,923.7123204,927.7436204,663.4983004,663.4983004,631.4932304,647.5033904,647.5033904,599.5034104
OxTG(18:1(OOH)_18:3(OOH)_14:0)+NH4,908.7185504,819.6497204,823.6810204,559.4357004,563.4670004,627.4619304,543.4407904,547.4720904,595.4721104
OxTG(18:1(OOH)_18:3(OOH)_14:1)+NH4,906.7029504,817.6341204,821.6654204,557.4201004,561.4514004,627.4619304,541.4251904,545.4564904,595.4721104
OxTG(18:1(OOH)_18:3(OOH)_16:0)+NH4,936.7498504,847.6810204,851.7123204,587.4670004,591.4983004,627.4619304,571.4720904,575.5033904,595.4721104
OxTG(18:1(OOH)_18:3(OOH)_16:1)+NH4,934.7342504,845.6654204,849.6967204,585.4514004,589.4827004,627.4619304,569.4564904,573.4877904,595.4721104
OxTG(18:1(OOH)_18:3(OOH)_18:0)+NH4,964.7811504,875.7123204,879.7436204,615.4983004,619.5296004,627.4619304,599.5033904,603.5346904,595.4721104
OxTG(18:1(OOH)_18:3(OOH)_18:1)+NH4,962.7655504,873.6967204,877.7280204,613.4827004,617.5140004,627.4619304,597.4877904,601.5190904,595.4721104
OxTG(18:1(OOH)_18:3(OOH)_18:2)+NH4,960.7498504,871.6810204,875.7123204,611.4670004,615.4983004,627.4619304,595.4720904,599.5033904,595.4721104
OxTG(18:1(OOH)_18:3(OOH)_18:3)+NH4,958.7342504,869.6654204,873.6967204,609.4514004,613.4827004,627.4619304,593.4564904,597.4877904,595.4721104
OxTG(18:1(OOH)_18:3(OOH)_18:4)+NH4,956.7185504,867.6497204,871.6810204,607.4357004,611.4670004,627.4619304,591.4407904,595.4720904,595.4721104
OxTG(18:1(OOH)_18:3(OOH)_20:4)+NH4,984.7498504,895.6810204,899.7123204,635.4670004,639.4983004,627.4619304,619.4720904,623.5033904,595.4721104
OxTG(18:1(OOH)_18:3(OOH)_20:5)+NH4,982.7342504,893.6654204,897.6967204,633.4514004,637.4827004,627.4619304,617.4564904,621.4877904,595.4721104
OxTG(18:1(OOH)_18:3(OOH)_22:5)+NH4,1010.76555,921.6967204,925.7280204,661.4827004,665.5140004,627.4619304,645.4877904,649.5190904,595.4721104
OxTG(18:1(OOH)_18:3(OOH)_22:6)+NH4,1008.74985,919.6810204,923.7123204,659.4670004,663.4983004,627.4619304,643.4720904,647.5033904,595.4721104
OxTG(18:1(OOH)_18:4(OOH)_14:0)+NH4,906.7028504,817.6340204,821.6653204,557.4200004,563.4670004,625.4462304,541.4250904,547.4720904,593.4564104
OxTG(18:1(OOH)_18:4(OOH)_14:1)+NH4,904.6872504,815.6184204,819.6497204,555.4044004,561.4514004,625.4462304,539.4094904,545.4564904,593.4564104
OxTG(18:1(OOH)_18:4(OOH)_16:0)+NH4,934.7341504,845.6653204,849.6966204,585.4513004,591.4983004,625.4462304,569.4563904,575.5033904,593.4564104
OxTG(18:1(OOH)_18:4(OOH)_16:1)+NH4,932.7185504,843.6497204,847.6810204,583.4357004,589.4827004,625.4462304,567.4407904,573.4877904,593.4564104
OxTG(18:1(OOH)_18:4(OOH)_18:0)+NH4,962.7654504,873.6966204,877.7279204,613.4826004,619.5296004,625.4462304,597.4876904,603.5346904,593.4564104
OxTG(18:1(OOH)_18:4(OOH)_18:1)+NH4,960.7498504,871.6810204,875.7123204,611.4670004,617.5140004,625.4462304,595.4720904,601.5190904,593.4564104
OxTG(18:1(OOH)_18:4(OOH)_18:2)+NH4,958.7341504,869.6653204,873.6966204,609.4513004,615.4983004,625.4462304,593.4563904,599.5033904,593.4564104
OxTG(18:1(OOH)_18:4(OOH)_18:3)+NH4,956.7185504,867.6497204,871.6810204,607.4357004,613.4827004,625.4462304,591.4407904,597.4877904,593.4564104
OxTG(18:1(OOH)_18:4(OOH)_18:4)+NH4,954.7028504,865.6340204,869.6653204,605.4200004,611.4670004,625.4462304,589.4250904,595.4720904,593.4564104
OxTG(18:1(OOH)_18:4(OOH)_20:4)+NH4,982.7341504,893.6653204,897.6966204,633.4513004,639.4983004,625.4462304,617.4563904,623.5033904,593.4564104
OxTG(18:1(OOH)_18:4(OOH)_20:5)+NH4,980.7185504,891.6497204,895.6810204,631.4357004,637.4827004,625.4462304,615.4407904,621.4877904,593.4564104
